OPENADMET_CANONICAL_SMILES,OPENADMET_INCHIKEY
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,IXQXTLBVUAXXNT-APRQOCPKSA-N
CCOC1=CC(C=NN2C(O)=C3C(=C2O)[C@H]2C=C[C@H]3C2)=CC([N+](=O)[O-])=C1OC(C)=O,JBMLNQRLKXVVNS-STQMWFEESA-N
N#CC1=CC=C(NC(=O)N2CCN3C(=O)OC4(CN(C5=CC=C(F)C=N5)C4)[C@@H]3C2)C=C1,CXNQMWDVMIBRGD-KRWDZBQOSA-N
CC1=CC=C(CN2CN=C(NS(=O)(=O)C3=CC=C(Br)C=C3)NC2)C=C1,UUCBOZRCGQWXOA-UHFFFAOYSA-N
C/N=C1/S/C(=C/C2=CC(OC)=C(OCC(=O)O)C=C2Br)C(=O)N1C,SUXRRZUFWIEPGO-YZTVTFPFSA-N
COCCN1N=NN=C1[C@@H](C1=CC=CC(C#N)=C1)N1CCN(C2=CC=CC=C2F)CC1,PYQZLPLJATZMDQ-OAQYLSRUSA-N
C=CCN(C1=CC=C(C(=O)NC[C@@H]2COC3=CC=CC=C3O2)C=C1)S(C)(=O)=O,YOCAMKZHXIILPJ-QGZVFWFLSA-N
NC(=O)C1=CN=CC(C#CC2(NC(=O)COC3=CC=C4OCOC4=C3)CCCCC2)=C1,OFZCJPPSOIWMRZ-UHFFFAOYSA-N
CO[C@@]12CC(=O)C(C(C)=O)C(=O)[C@@]1(C)C1=C(OC(C)=O)C(C)=C(O)C(C(C)=O)=C1O2,OQLYPMHZKYEQRO-ZYPHOIBXSA-N
CC(C)(C)OC(=O)N[C@@]1(C=O)[C@H](C2=CC=C(Br)C=C2)[C@@H]1S(C)(=O)=O,BKSAOELRMKFDTE-WWGRRREGSA-N
COC1=CC=C(CCNC(=O)CC2=C(O)N=C(NC3CCCC3)S2)C=C1OC,GREFZQJHWNOUDB-UHFFFAOYSA-N
COC(=O)CN(C1=CC=C(CC#N)C=C1)S(=O)(=O)C1=CC=C(C)C([N+](=O)[O-])=C1,BJIIMYPIZCWEDI-UHFFFAOYSA-N
COC1=C(C)C(=O)O[C@]12C(=O)C(C)=C1CCCCN3[C@H]([C@@H]4C[C@@H](C)C(=O)O4)CC[C@@]132,SKYPPFSYUDCEQR-JXGCQWDWSA-N
C=CCN1/C(=N\C(=O)COC2=CC=C(Cl)C=C2)S[C@H]2CS(=O)(=O)C[C@H]21,LDKZUVYESXOJFQ-KRGDBVFUSA-N
C=CCS(=O)(=O)N1CCNC(=O)[C@H](CC2=CC=CC=C2C2=CC=CC=C2OC)C1,QYLGMOZEVNPFNT-GOSISDBHSA-N
OC1=C2C(=C(O)N1N=CC1=CC=C(I)O1)[C@H]1C=C[C@H]2[C@@H]2C[C@@H]21,VHURNSNJOXJIEE-XWLWVQCSSA-N
CC1=C(CCC(=O)N(C)CC(=O)NC2=CC=C(F)C(F)=C2F)C(C)=C(C#N)C(=O)N1,WOWUMHUTULAUBX-UHFFFAOYSA-N
OC1=C(N=NC2=NC(NC3=CC=CC=C3)=NC(N3CCOCC3)=N2)C2=CC=CC=C2N1,CWVFEUWFGRDDFV-UHFFFAOYSA-N
COC1=CC(C(=O)NCC#CC2=CC=CC(C(F)(F)F)=C2)=CC=C1OCC(N)=O,HVJGBUQTZZGSPL-UHFFFAOYSA-N
C=CCC1=CC(/C=C2/SC(=NC(C)=O)NC2=O)=CC(OCC)=C1OCC(=O)O,JOKQZONKBCYSTO-OQLLNIDSSA-N
N#CC1=CC=C(CN2CCN(C(=O)CCC3=NC(C4=CC=CC=N4)=NO3)CC2)C=C1,STFHXNCMQINNMB-UHFFFAOYSA-N
COC(=O)CN(C1=CC=C(CC#N)C=C1)S(=O)(=O)C1=CC=C(NC(C)=O)C=C1,LZOADKWSHXZHDM-UHFFFAOYSA-N
CN1CCN(CC#CCOC2CCN(C3=NC4=CC=CC=C4C=C3C#N)CC2)CC1,LLZKZKCBHAASDS-UHFFFAOYSA-N
C=CCN1C(=O)C2=CC=CC=C2N2C(SC3=NN=NN3C3=CC=CC=C3)=NN=C12,WLAFTBMPJUKPQH-UHFFFAOYSA-N
C=CCN(CC=C)C(=O)CN1C(=O)N[C@](C)(C2=CC=C(Br)C=C2)C1=O,ZGYUAAYQQDJNEY-GOSISDBHSA-N
N#CCCN(C(=O)C1=CC=CC(S(=O)(=O)N2CCOCC2)=C1)C1=CC=CC=C1F,PWUCOCJPRUJVBB-UHFFFAOYSA-N
C[C@@H](CNC1=C(C#N)N=C(C2=CC=C(S(=O)(=O)N(C)C)C=C2)O1)N1CCCC1,NSBOMOBPSKCTKZ-AWEZNQCLSA-N
CC1=NN(C(C)C)C(C)=C1S(=O)(=O)N1CC[C@H]2CN(C3=CC=C(C#N)C=N3)C[C@@H]21,UHUATFGLVDSWHR-ROUUACIJSA-N
N#CC1=CN=C(SCC(=O)NC2=CC=CC(I)=C2)N=C1N,BQQFSKIQPAYTHQ-UHFFFAOYSA-N
CCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC(Cl)=C(OC)C=C1OC,VKNBCNVQIYOKIY-WSRLIZKGSA-N
COC1=CC(C=NN2C(=O)NC3=CC=CC=C3C2=O)=CC(Cl)=C1O[C@@H](C)C(=O)O,CPUVDXACLZVSOU-JTQLQIEISA-N
C#CCNC(=O)CCC1=C(C)N2N=C([C@H]3CCN(C(=O)C(C)(C)C)C3)C=C2N=C1C,JAMNKQYCTANYPF-KRWDZBQOSA-N
CC1=NN=C(N2CCC(OCC#CCN3CCN(C4=CC=CC=N4)CC3)CC2)S1,SNWSDFCVUROCQA-UHFFFAOYSA-N
CC1=CC=C(S(=O)(=O)OC[C@@H]2O[C@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@@H]32)C=C1,CTGSZKNLORWSMQ-NNXHMXCWSA-N
N#CC1=CN=C(SCC(=O)NC2=CC=C(I)C=C2)N=C1N,HGXUOYIJIQMUBX-UHFFFAOYSA-N
CC[C@H](C)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C(OC)C=C1OC,KPMSVASSEQRABK-AFUIRZCSSA-N
CC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1C1=CC=C(Br)C=C1F,KLODGXDOIPQICJ-KBUSKATCSA-N
CCOC(=O)C1=CN(CCN(C)C)C2=CC=C(B3OC(C)(C)C(C)(C)O3)C=C2C1=O,JACMCCQHRSYNTD-UHFFFAOYSA-N
COC1=CC=C(S(=O)(=O)N2C[C@H]3CN(C4=CC=C(C#N)C=N4)C[C@H]3C2)C=C1Cl,ZFEKSTDIFMZYIQ-GASCZTMLSA-N
C=CCN1C=C(CN2CCC([C@H]3NC4=CC=CC=C4S(=O)(=O)N3)CC2)C(C)=N1,QAMIICVGVUESSK-FQEVSTJZSA-N
C=C1N/C(=C/C2=CC=C(CNS(=O)(=O)C3=CC=C(C)C=C3)O2)C(O)=C1C(=O)OC,CWCPAABARBVBFT-LICLKQGHSA-N
N#CCN1CCC[C@@H]1C1=CC=NC(NC2=NC(C(=O)N3CC(F)(F)C3)=CS2)=N1,VWNHPMHEXXLNSX-CYBMUJFWSA-N
C/N=C1\SC=C(C2=CC=C(O)C(C(N)=O)=C2)N1/N=C/C1=CC=CC(OC)=C1OC,HYCDWNUGSVFCKR-HFWZIYBRSA-N
C=CCN1C(=O)C2=CC=C(C(=O)OCC(=O)C3=CC=C4OCCOC4=C3)C=C2C1=O,WZZOPNOEMRWPSB-UHFFFAOYSA-N
CC(=O)C1=CC=C(NC(=O)CC2=C(O)NC(=N/C(N)=N/C3=CC=C(C)C=C3)N2)C=C1,DCZNEDJRBOBUGU-UHFFFAOYSA-N
CCCCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C(OC)C=C1OC,DLNRRRRBXSYGIY-YEHYNYCHSA-N
COC1=CC(/C=N/O)=CC=C1OCC(=O)NC1=C(C)N(C)N(C2=CC=CC=C2)C1=O,CARLMEIWEBVURO-WSDLNYQXSA-N
CCOC1=CC=C(/C=N/NC2=NC3=C(C(=O)N(C)C(=O)N3C)N2CCC(C)C)C=C1,LRYDVAWUQOILQZ-LPYMAVHISA-N
N#CC1=C(NC(=O)COC(=O)CNC(=O)C2=CC=CO2)SC2=C1CCCCC2,NGVMZLDCPAHKCV-UHFFFAOYSA-N
C[C@@H]1CCCC[C@H]1N1CN=C(NS(=O)(=O)C2=CC=C(Br)C=C2)NC1,BPNCHTQWMSYWOV-IUODEOHRSA-N
CC(C)C1=CC=C(N2/C(=N\C(=O)CCC(=O)O)S[C@H]3CS(=O)(=O)C[C@@H]32)C=C1,KFBBEJFFNDSURC-JSKCELRFSA-N
CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3C[C@@H]4O[C@@]45C[C@@H](O)CC[C@]5(C)[C@H]3CC[C@@]21C,TWTQAUNDMFWPEE-YWYOLRGKSA-N
COCCN1C(=O)/C(=C\C2=NC(C#N)=C(N3C[C@H](C)O[C@@H](C)C3)O2)SC1=S,WIPKLRXPCVQWBA-GLCWRKQJSA-N
COCCCN1C(C)=C(C)C(C#N)=C1NC(=O)CN1CCN(C(=O)CC(C)C)CC1,DLAZPXRILGPAFH-UHFFFAOYSA-N
C=CCOC1=CC(Br)=C(/C=C2\C(=O)NC(=S)N(C)C2=O)C=C1OC,UMJNMVYLANNECO-UXBLZVDNSA-N
C[C@H](NC1=CC(=O)C(N[C@H](C)[C@@H](O)C2=CC=CC=C2)=CC1=O)[C@H](O)C1=CC=CC=C1,FUKRUPBHVFHBLV-RIQHXCIPSA-N
CN1C(=O)/C(=C/C2=CC=C(OCC(N)=O)C=C2)SC1=NC1=CC=CC(C(=O)O)=C1,MNLMWYXZJBYXDJ-FRAXMPBDSA-N
C[C@H]1CCCC[C@@H]1N1CN=C(NS(=O)(=O)C2=CC=C(Br)C=C2)NC1,BPNCHTQWMSYWOV-WFASDCNBSA-N
CC(C)C(=O)O[C@@H]1[C@@H]2[C@H]([C@@H]3C=C(CO)C[C@]4(O)C(=O)C(C)C=C4[C@@]3(O)[C@@H]1C)C2(C)C,OXEOVUSBPSIBMQ-NZTGBMHBSA-N
COC1=CC=C(C(=O)N2C[C@H]3CN(C4=CC=C(C#N)C=N4)C[C@@H]3C2)C(OC)=C1OC,KUBVPTQHHYTXLZ-HZPDHXFCSA-N
N#CC1=NC=CN=C1N1CCC(CNS(=O)(=O)C2=CC=C(F)C(Cl)=C2)CC1,FESUNKUWQOLRRF-UHFFFAOYSA-N
COC1=CC=C(CC2=NC(=S)N(/C=C3\C(=O)OC4=CC=CC=C4C3=O)C2=O)C=C1,RTLXKYYQXJGTLB-PTNGSMBKSA-N
C/N=C1/S/C(=C/C2=CC(Br)=C(OCC(=O)O)C(OC)=C2)C(=O)N1C,YHJLQDYSDGUGPU-IOIVTLPZSA-N
CC1=CC=C(S(=O)(=O)N/N=C/C2=CC=C(SC3=NNC=N3)C([N+](=O)[O-])=C2)C=C1,GSPUXACWLBPMCQ-GIJQJNRQSA-N
OC1=CC(O)=C(/C=N/N2C(O)=C3C(=C2O)[C@@H]2C=C[C@@H]3[C@H]3C[C@@H]32)C=C1Br,KWHGVCPHARRTBE-BJYLMOMKSA-N
C=CCN1C(SCC(=O)NCC(=O)OCC)=NC2=C(C3=C(CCCC3)S2)C1=O,FSPXWWSCPGAPIR-UHFFFAOYSA-N
COC1=CC=C(C(=O)C2=C(CC(=O)O)C(=O)N(C[C@H]3CCCO3)[C@H]2SC)C=C1,DYXRMTCZGGNHNA-VLIAUNLRSA-N
CCOC(=O)[C@@H]1/C(=N\O)C[C@@](C)(O)[C@H](C(=O)OCC)[C@@H]1C1=CC=C(N(C)C)C=C1,DGWIJMWFTDFEFR-XWCWXZDYSA-N
CC[C@H](C)C(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1CC1=CC=C2OCOC2=C1,INIVPURONRASFF-XHIJEIFJSA-N
O=C(/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1CC1=CC=CC=C1Cl)[C@@H]1CCCO1,JMYXXHYELQOIDT-JCOPARMCSA-N
C[C@H](NC(=O)CO/N=C(\N)CN1CCN(C2=CC=CC=C2)CC1)C1=CC=C(F)C=C1,WFPRUPFFPNSDRK-KRWDZBQOSA-N
N#CCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=CC(C(F)(F)F)=C1,HCZLFVSLOQCRIH-BCJDZXADSA-N
C#CCOC1=CC=C(/C=C2\C(=O)NC(=O)N(C3=CC=C(OC)C=C3)C2=O)C=C1OC,VHRDCGSTDUNIRN-SFQUDFHCSA-N
CN1C(N2C[C@@H]3CN(S(=O)(=O)C4=CC=C(C#N)C=C4)C[C@H]3C2)=NC2=CC=CC=C21,UCWDMRZSLGKSFQ-IAGOWNOFSA-N
N#CC1=CC=CN=C1N1CCC(OCC#CCN2CCN(C3=CC=CC=N3)CC2)CC1,DXOMEGWZBLXISE-UHFFFAOYSA-N
COC1=CC(OC)=CC(C(=O)/N=C(/N=C2N=C(C)C=C(C)N2)NCCC2=CNC=N2)=C1,AISANPJVZVRIML-UHFFFAOYSA-N
O=C(/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C2OCOC2=C1)C1=CC=CC=C1,GTOKUFFJVVAUCD-UVXWHEEHSA-N
COC1=CC=C([C@H]2C3=C(N)N=C(N4CCOCC4)N=C3N=C3CCCC(=O)C32)C=C1,GGVVZFRCKQWEBA-QNSVNVJESA-N
CCCCN1C[C@@]2([N+](=O)[O-])C=CC(=O)[C@@]([N+](=O)[O-])(C1)[C@@H]2CC(=O)C1=CC=CC=C1,NANYFGLPVQNYSC-YZGWKJHDSA-N
CN1C(SC2=CC=C(/C=N/NC(N)=S)C=C2[N+](=O)[O-])=NC2=CC=CC=C2C1=O,ZQYYVTWOPZTOFJ-DJKKODMXSA-N
COC(=O)COC1=C(Cl)C=C(C=NN2C(=O)NC3=CC=CC=C3C2=O)C=C1OC,LWOGQCWQBUIRIR-UHFFFAOYSA-N
CCOC1=CC(C=NN2C(O)=C3C(=C2O)[C@H]2C=C[C@H]3C2)=CC=C1O[C@H](C)C(=O)OC,CKAXWQZQOXUGAB-SNPRPXQTSA-N
COC(=O)C1=CC(C(=O)OCC(=O)N(CCC#N)C2=CC=CC=C2)=CC([N+](=O)[O-])=C1,CRHHTEKBNTUHJF-UHFFFAOYSA-N
COC1=CC(C=C2C(=O)C3=CC=CC=C3C2=O)=CC=C1OCC(=O)N1CCOCC1,CUBHNWGHUKIEHU-UHFFFAOYSA-N
O=C(/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=CC(Br)=C1)C1CC1,HLXYXWUBZSTMIV-YXEAAEFPSA-N
C[C@H](OC(C)(C)C)[C@@H](NC(=O)OCC1=CC=CC=C1)C(=O)ON1C(O)=CC=C1O,MAZVGMDXDSSXCV-SUMWQHHRSA-N
C[C@@H](OCC1=CC=CC=C1)[C@@H](NC(=O)OC(C)(C)C)C(=O)ON1C(O)=CC=C1O,HGWNFGZHRPECNW-CXAGYDPISA-N
CC(=O)NC1=CC=C(C#CC2(NC(=O)CN3C[C@H](C)O[C@@H](C)C3)CCCCC2)C=N1,ZSUBPXGRPABUQU-ROUUACIJSA-N
CC1=CC=C(C)C(NC(=O)/C(=N/N)[C@H](C2=CN=C3C=CC([N+](=O)[O-])=CC3=N2)[N+](=O)[O-])=C1,KKBXQEBGPSKLCL-KHCKMINHSA-N
CC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=C(Br)C=C1F,KLODGXDOIPQICJ-ZFHNCLSMSA-N
N#CCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1C1=CC=CC(C(F)(F)F)=C1,HCZLFVSLOQCRIH-NKTAYWHGSA-N
C[C@H]1C2=NC(CC(=O)NCC3=CC=CN=C3)=CN2CCN1C(=O)C1=CC=CC(C#N)=C1,GLSQMCYNWHGIOU-INIZCTEOSA-N
COCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1C1=CC(Cl)=CC=C1Cl,QZVYFFIFPJDNMQ-AAGTZJIKSA-N
N#CC1=CC=C(NC(=O)C(=O)NC[C@H](C2=CC=CS2)N2CCOCC2)C=C1Cl,OGSCVJQHCZWAIM-MRXNPFEDSA-N
COC1=CC(/C=N/NC2=NNN=N2)=CC(I)=C1OC(C)C,MQBVKRUSFNZGRE-MKMNVTDBSA-N
CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@@]3(F)[C@H](O)C[C@@]21C,KAJQOJBJABVIDU-UDZABEMNSA-N
CC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C(Br)C=C1F,KLODGXDOIPQICJ-HPJJITKJSA-N
COCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=C(Cl)C=C1Cl,GMOSTIOZGWZRLK-DRYFDLRVSA-N
CC1=CC=C(S(=O)(=O)N(C)C)C=C1NC(=O)[C@H](C)OC(=O)C1=CC=C(C#N)C=C1,QQZTWUOQMVUKKK-AWEZNQCLSA-N
C=CCN1C(=O)[C@]2(N[C@@H](C)C3=C(O)N(CC4=CC=CC=C4)C(O)=C32)C2=CC=CC=C21,XBIYKFKWIUVRLV-OWJWWREXSA-N
N#CC1=C(N2CCOCC2)SC(C(=O)C2=CC(C#N)=C(N3CCOCC3)S2)=C1,KEZYQRUMAHOJOH-UHFFFAOYSA-N
C/N=C1/SC=C(C2=CC=C(O)C(C(N)=O)=C2)N1/N=C/C1=CC=CC(OC)=C1OC,HYCDWNUGSVFCKR-HPEGXCGMSA-N
C=CCNC(=O)C1=CC=CC=C1NC(=O)CN(CC1=CC=CC=C1)S(C)(=O)=O,BFJQCGAWNVROTK-UHFFFAOYSA-N
O=C1CCCC2=NC3=C(C(=O)N=C(N4CCOCC4)N3)[C@@H](C3=CC=CC([N+](=O)[O-])=C3)C12,DGGIELPNMHEOHP-BHWOMJMDSA-N
C=CCOC1=CC=C(C(=O)N2CCC3=C(C2)NC(N2C[C@@H](C)O[C@@H](C)C2)=NC3=O)C=C1,JXBGWOIOOOEKMK-IYBDPMFKSA-N
O=C(O)CCCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=CC(Cl)=C1,VNYJXKZCQPWSMU-TXXBVZAJSA-N
CCOC(=O)C1C(=O)/C(=C/C2=CC3=C(C=C2OC)OCO3)SC1=NC(=O)CC,AFIMZRASADKFBF-HVVHYLBZSA-N
C=CCOC1=CC=C(/C=C2\SC(=O)N(CC(=O)NCCOC)C2=O)C=C1OC,RIYPGTFQLGQWAP-WJDWOHSUSA-N
C=CCO[C@@H]1[C@H](O)[C@H](O)[C@H](OCC2=CC=C(OC)C=C2)[C@H]2OC3(CCCCC3)O[C@H]21,ZHUWNCGRUWFHCZ-NPQLIOMISA-N
C=C(CO)C1=C(O)C(O)=C2C(=C1O)C(=O)C(=O)C1C(C)(C)[C@H](OC(C)=O)CC[C@]21C,NMDBMFNHOXUSON-MKQZYJGDSA-N
C#CCOC1=CC=C([C@@H]2[C@H](C)N[C@@]3(C(=O)NC4=CC=CC=C43)[C@H]2[N+](=O)[O-])C=C1OC,IAWYTDNALFXKBA-OHTVPHGASA-N
C/C(=N\NC1=NC(N2CCCC2)=NC(N2CCOCC2)=N1)C1=CC=C([N+](=O)[O-])C=C1,ADKDZQIEZYWCHK-OEAKJJBVSA-N
COC1=CC=C([C@@H]2C3=C(N=C4CCCC(=O)C42)NC(N2CCOCC2)=NC3=O)C=C1,LVXQINVDBKHJSZ-ZENAZSQFSA-N
COC(=O)[C@]1(CC(=O)C2=CC(Cl)=CC=C2Cl)NC(=S)NC(=O)[C@H]1C#N,VQCYNLLMUDGJHG-RFAUZJTJSA-N
C=CCOC1=CC=C(C2=NN3C(=O)/C(=C4/C(=O)N(C)C5=CC=CC=C45)SC3=N2)C=C1,VUFWJMXWXSFDSU-ZCXUNETKSA-N
COC(=O)CN1C(=O)C(=O)C(C(=O)C2=CC=CC=C2)[C@@H]1C1=CC=C(OC)C(OC)=C1,HMYNEWCFESGACL-GGYWPGCISA-N
C=CCN1C[C@H](C(=O)N2CCC([C@@H]3C[C@H](C(F)F)N4N=C(C)C=C4N3)CC2)CC1=O,GXZRPLVSRUIVCC-IXDOHACOSA-N
C/C(=N\NC(=S)NC[C@H]1CCCO1)C1=CC=C(OCC(=O)N2CCCC2)C=C1,MOLDOYUKUHDDRE-GNFOSXPUSA-N
CCC(CC)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1CC1=CC=C2OCOC2=C1,XPSCBTOPZSQHHN-JMJHOWBJSA-N
C=C1C(=O)O[C@H]2C[C@H]1[C@H](OC(C)=O)C[C@@]1(C)O[C@H]1CC[C@@]1(C)O[C@H]1CC[C@@]2(C)O,UJYQJCDYGJCRDJ-IJJCSDPISA-N
N#CC1=CC=CC(NC(=O)C2=CC=C(Cl)C(S(=O)(=O)N3CCOCC3)=C2)=C1,OIHJVEMFAPRQAA-UHFFFAOYSA-N
CC1=NC=NC(N2CCC(OCC#CCN3CCN(C4=CC=CC=N4)CC3)CC2)=C1C,IHSOJDWTNJPDHC-UHFFFAOYSA-N
N#CC1=CC=C(N2C[C@H]3CCN(C4=NN5C(C(F)(F)F)=NN=C5C=C4)[C@H]3C2)N=C1,OTKHCWPLCPCMCY-OLZOCXBDSA-N
C#CCNC(=O)[C@@H]1CN(CC2=CC=CC=C2)C[C@H]1S(=O)(=O)C1=CC=C(Cl)C=C1,KCEQUTVNELLUFZ-WOJBJXKFSA-N
C=CCS(=O)(=O)N1CCNC(=O)[C@H](CC2=CC=CC=C2C2=CC=C(OC)C=C2)C1,DVLNHDIEQJONRA-LJQANCHMSA-N
CC1=CC=CC(C)=C1N1/C(=N\C(=O)CCCC(=O)O)S[C@H]2CS(=O)(=O)C[C@H]21,GJJDVBUUFFCHOY-RCPIYVMVSA-N
OC1=CC(O)=C(/C=N/N2C(O)=C3C(=C2O)[C@@H]2C=C[C@@H]3C23CC3)C=C1Br,LMYOSDOBLDRIMN-JIIRIRNVSA-N
C#CCOC1=C(Br)C=C(/C=C2\C(=O)NC(=S)N(C)C2=O)C=C1OCC,GAMZHSUPWZRKFF-YRNVUSSQSA-N
C[C@H]1C[C@@H]2[C@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@]3(F)[C@@H](O)C[C@@]2(C)[C@]1(O)C(=O)C=O,FSUKXLYAUACFTB-TXRLYTLNSA-N
CC[C@@H](C)C(=O)/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C2OCCOC2=C1,AIRUWYNQFSVULX-ILEUFINOSA-N
COC[C@H](O)CN1CCN(C2=C3CCCCC3=C(C#N)C3=NC4=CC=CC=C4N23)CC1,QBVMJQXDGPVMMA-QGZVFWFLSA-N
COC1=CC(/C=C2\SC(=O)N(CC(=O)N3CCCC3)C2=O)=CC=C1OCC#N,BUYHYCJYSDPMFB-WJDWOHSUSA-N
COCC/N=C1\SC=C(C2=CC=C(O)C(C(N)=O)=C2)N1/N=C/C1=CC=C(C#N)C=C1,ZVMSMGNPKFALSH-STRHTSDCSA-N
C=CCSC1=NN=C(NC(=O)CN(C2=CC=CC(OC)=C2)S(C)(=O)=O)S1,OLLXLHJNJCPXGE-UHFFFAOYSA-N
COC1=CC=C(CCN2CN=C(NS(=O)(=O)C3=CC=C(Cl)C=C3)NC2)C=C1,VSKRDXXZKUBMAT-UHFFFAOYSA-N
CCCCCCCCCCCCCC[N+](C)(C)C[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,BYUDUTQFDNJUSW-GXRSIYKFSA-N
CS(=O)(=O)NC1=CC=CC=C1C(=O)OCC(=O)NC1=CC=C(C#N)C(Cl)=C1,RCMJHEMKAOFYBR-UHFFFAOYSA-N
C#CCOC1=CC=C(/C=C2\SC(=O)N(CC(=O)N3CCCC3)C2=O)C=C1OC,ULZCLGFVRVQGRA-ATVHPVEESA-N
CC[C@H](C)C(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@@H]2N1CC1=CC=C2OCOC2=C1,INIVPURONRASFF-NTVXBHBCSA-N
COC(=O)COC1=C(Cl)C=C(/C=N/N2C(O)=C3C(=C2O)[C@H]2C=C[C@H]3C2)C=C1OC,KGCNBYDLJBTEKC-UJTGOLBTSA-N
COC(=O)CN1C(=O)C(=O)C(C(=O)C2=CC=CC=C2)[C@H]1C1=CC=C(OC)C(OC)=C1,HMYNEWCFESGACL-MUMRKEEXSA-N
C=C(Cl)COC(=O)C1CCN(S(=O)(=O)C2=CC=CC=C2C(=O)OC)CC1,QHMAHCPYJHEQIH-UHFFFAOYSA-N
COC1=CC=CC(N2C(=O)NC(O)=C(C=NC3=CC([N+](=O)[O-])=CC=C3OC)C2=O)=C1,XRBCMDKUBROHQQ-UHFFFAOYSA-N
C=CCN1C(=S)NC2=CC(C(=O)NC3=CC=C(N4C=NC=N4)N=C3)=CC=C2C1=O,BTRFVYNUNKXOAW-UHFFFAOYSA-N
C[C@@H]1C2=NC(C(=O)NCC3=CC=CC=N3)=CN2CCN1C(=O)C1=CC=CC(C#N)=C1,UCXNDMCZMAVWMU-OAHLLOKOSA-N
CC[C@H](C)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC(OC)=CC=C1OC,JBTKMJXRSUCFTE-AFUIRZCSSA-N
C/N=C1/O[C@@]2(C3=CC=CC=C3)C3=C(O/C(=N/C)N2C)C(=O)O[C@]3(C2=CC=CC=C2)N1C,RZOAUVQGDQHZBJ-JVYRJKOXSA-N
COC(=O)C(=NNC1=CC=C(C2=C(C)N(C)N(C3=CC=CC=C3)C2=O)C=C1)C(=O)OC,HRBZXNOFXJCTBM-UHFFFAOYSA-N
C=CCOC1=CC=CC([C@H]2N=C3C=CC=CC3=C3C(=O)N=C(SCC=C)NN32)=C1,KEAAVXQPAVEJPS-FQEVSTJZSA-N
CC(=O)OCC(=O)[C@@]1(O)[C@H](O)C[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,IXBFIVUNYNKSOU-DCCLSMNISA-N
COC1=CC=C(S(=O)(=O)N(C)CC(=O)NC2=CC=C(CC#N)C=C2)C=C1OC,RZNQKEITXLYPQW-UHFFFAOYSA-N
C=CCN1C(=O)N=C(CC2=CC(I)=C(O)C(OC)=C2)C1=O,XIBQDZIKRNDHFR-UHFFFAOYSA-N
C=CCO[C@H]1[C@@H](O)[C@H](O)[C@@H](OCC2=CC=C(OC)C=C2)[C@H]2OC3(CCCCC3)O[C@@H]21,ZHUWNCGRUWFHCZ-YVZLVKDNSA-N
C=C1C(=O)O[C@@H]2[C@H](C)[C@H]3C=CC(=O)[C@]3(C)[C@H](OC(=O)/C(C)=C/C)[C@@H]1[C@@H]2OC(C)=O,PXHXEAQQWSRAOZ-RAUDUNPLSA-N
COC1=C(CN2CCC[C@H]2C2=CN=C(NC3=CC=C(C#N)N=C3)C=N2)C(C)=NN1C,DZCUXMIFJQGJHC-IBGZPJMESA-N
C#CCOC1=C(I)C=C(CO)C=C1I,UKVNUXRABQLNRI-UHFFFAOYSA-N
C[C@@H]1C2=NC(CC(=O)NCC3=CC=CC=N3)=CN2CCN1C(=O)C1=CC=CC(C#N)=C1,JCRVXHQXCJTCNU-MRXNPFEDSA-N
