OPENADMET_CANONICAL_SMILES,OPENADMET_INCHIKEY
N#CC1=NC=CN=C1N1CCC(OCC#CCN2CCN(C3=CC=CC=C3)CC2)CC1,HFEYVEHIBLOVNS-UHFFFAOYSA-N
C=CCN1CCN([C@H](C2=CC=C(Cl)C=C2)C2=NN=NN2C[C@@H]2CCCO2)CC1,XNHVCGDGGSNXDX-RBUKOAKNSA-N
COC1=CC=CC(C(=O)CC2=NC3=CC=C(C(=O)N4CCN(C)CC4)C=C3NC2=O)=C1,UQDIPZVGVVDYPU-UHFFFAOYSA-N
C#CCOC1=CC=C(C(=O)N[C@@H]2CN(CC3=CC=C(C(=O)O)C=C3)CCC[C@H]2O)C=C1,RTLHODMWPGSAKV-FGZHOGPDSA-N
COC1=CC(Cl)=CC(C=NN2C(=O)NC3=CC=CC=C3C2=O)=C1O[C@H](C)C(=O)O,HWMLFPCOJLGASW-SNVBAGLBSA-N
C=CCSC1=NC(=O)C2=C3C=CC=CC3=N[C@@H](/C=C/C3=CC=C(OC)C=C3)N2N1,ARJLXVOWPNGOLN-YFPIXMDGSA-N
CCOC(=O)[C@@H]1[C@H](C2=CC=C(N(C)C)C=C2)[C@@H](C(=O)OCC)/C(=N\O)C[C@]1(C)O,DGWIJMWFTDFEFR-XCKUQHEASA-N
CCCCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC(OC)=CC=C1OC,COWAAJJBARGXCD-DGKZKERLSA-N
COCCN1C(=O)/C(=C\C2=NC(C#N)=C(N3C[C@@H](C)O[C@@H](C)C3)O2)SC1=S,WIPKLRXPCVQWBA-JAFZBNKISA-N
OC1=CC=CC=C1/C=N/NC1=NC(NCC2=CC=CC=C2)=NC(N2CCOCC2)=N1,OBCPFDVAAVZEAV-HZHRSRAPSA-N
C[C@@H]1CN(S(=O)(=O)C2=CC([N+](=O)[O-])=CC=C2N/N=C/C2=CC=CO2)C[C@H](C)O1,FMRJRJQQDUELNI-ZDDMZOBVSA-N
COC1=CC=C([C@H]2C(C(C)=O)=C(C)N=C3S/C(=C/C4=CC=NC=C4)C(=O)N32)C=C1,QOVHVPAFSWJEFY-YWFITGJYSA-N
COC1=CC=C(S(=O)(=O)N2C[C@@H]3CN(C4=CC=C(C#N)C=N4)C[C@H]3C2)C=C1Cl,ZFEKSTDIFMZYIQ-GJZGRUSLSA-N
CC(=O)OCC(=O)[C@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,IXQXTLBVUAXXNT-GPWIAPAWSA-N
FC1=CC=CN=C1N1CCC(OCC#CCN2CCN(C3=CC=CC=N3)CC2)CC1,JVSWFWOOJCCSRI-UHFFFAOYSA-N
CCOC(=O)C/C(=N\NC1=CC(Cl)=C([N+](=O)[O-])C=C1[N+](=O)[O-])C(=O)OCC,WFJOLJUVPQEYAY-LICLKQGHSA-N
COC1=CC=C(CCNC(=O)CC2=C(O)N=C(NC3CCCC3)S2)C=C1OC,GREFZQJHWNOUDB-UHFFFAOYSA-N
OC1=CC(O)=C(/C=N/N2C(O)=C3C(=C2O)[C@@H]2C=C[C@@H]3[C@@H]3C[C@@H]32)C=C1Br,KWHGVCPHARRTBE-QZNPRFGLSA-N
CC1=NC(N2CCOCC2)=CC(N2CCN(C3=NC4=CC=CC=C4C=C3C#N)CC2)=N1,XPOSJSJGQQMMGV-UHFFFAOYSA-N
C(=N\NC1=NC(N2CCOCC2)=NC(N2CCOCC2)=N1)\C1=CC=C2C=CC=CC2=C1,RUSLEEILOHQTEV-KQWNVCNZSA-N
O=C1C(=O)N(CCN2CCNCC2)[C@@H](C2=CC=CC=C2)C1C(=O)C1=CC=C(F)C=C1,YRYGTHSQMIGBOB-ANYOKISRSA-N
COC(=O)C1=C(C)N=C2C[C@H](C)[C@H](C(=O)OC)C(=O)C2[C@@H]1C1=CC=C2OCOC2=C1,BHAAAHQNWLJJSY-XZXGPVPFSA-N
CC1=CC=C(S(=O)(=O)N/N=C\C=C\C=N\NS(=O)(=O)C2=CC=C(C)C=C2)C=C1,XWPJPUFRXJFWJT-ULBSICSESA-N
COC(=O)CC(=O)[C@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@@]21C,AONXAZVWQCVVJM-MOPHRBEJSA-N
CC(C)C(=O)O[C@H]1[C@@H]2[C@H]([C@@H]3C=C(CO)C[C@]4(O)C(=O)C(C)C=C4[C@@]3(O)[C@@H]1C)C2(C)C,OXEOVUSBPSIBMQ-KFNQACKWSA-N
C[C@H]1C2=NC(CC(=O)NCC3=CC=CC=N3)=CN2CCN1C(=O)C1=CC=CC(C#N)=C1,JCRVXHQXCJTCNU-INIZCTEOSA-N
C#CCOC1=C(OCC)C=C(C=NN2C(O)=C3C(=C2O)[C@H]2C=C[C@H]3C2)C=C1[N+](=O)[O-],CJXHHTWBUKZXSN-KBPBESRZSA-N
N#CC1=CC([N+](=O)[O-])=CN=C1N1CCN(S(=O)(=O)C2=CC=CC=C2Cl)CC1,JIUBETPWOWWXHH-UHFFFAOYSA-N
CC(C)OCCNC(=O)C1=CSC(NC2=NC=CC([C@H]3CCCN3CC#N)=N2)=N1,NMTZDTXKHXCYPL-MRXNPFEDSA-N
COC1=CC(Br)=CC(CC2=N/C(=N\C(C)=O)SC2=O)=C1OC(C)=O,LPRYXBNSDXHSSY-BMRADRMJSA-N
CO[C@@]12CC(=O)C(C(C)=O)C(=O)[C@]1(C)C1=C(OC(C)=O)C(C)=C(O)C(C(C)=O)=C1O2,OQLYPMHZKYEQRO-DNHHLFKRSA-N
C=CCNC(=O)C1=CC=CC=C1NS(=O)(=O)C1=CC=C(OC)C(C(=O)NCC)=C1,VTBRPMMEPJIZSW-UHFFFAOYSA-N
COC1=CC=C(N2/C(=N\C(=O)C3CC3)S[C@H]3CS(=O)(=O)C[C@H]32)C=C1Cl,FKEMSVVLGAYSFN-JFYLHOEJSA-N
CC1=CN=C(CNC(=O)C2=CN3CCN(C(=O)C4=CC=CC(C#N)=C4)[C@H](C)C3=N2)C=N1,VKBBPQFEMRYHTM-OAHLLOKOSA-N
CCCCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1CC1=CC=C2OCOC2=C1,WQIUNWBNWWKYDV-HZXHBTMASA-N
CCNC(=S)N/N=C/C1=CC(OCC)=C(OCC(=O)OC)C=C1Br,UFICKJOBPRSPEX-QGMBQPNBSA-N
O=C(NC1(C#CC2=CN=CC(C(=O)N3CCOCC3)=C2)CCCCC1)C1=CSC=N1,OUOSBDXBLCSWFP-UHFFFAOYSA-N
C=CCN1C(COC2=CC=CC=C2F)=NN=C1S[C@@H](C)C(=O)N1CCNC1=O,DOJFRQQSUZGMGY-LBPRGKRZSA-N
CCCCOC1=CC=CC(N2/C(=N\C(=O)COC)S[C@H]3CS(=O)(=O)C[C@H]32)=C1,VTAGUGHECZCXPU-WMEZAZGNSA-N
C=CCNC(=O)C1=CC=CC=C1NC(=O)CN(C1=CC=C(F)C=C1F)S(C)(=O)=O,HRPVLWSEDGEZJJ-UHFFFAOYSA-N
CCNC(=S)N/N=C/C1=CC(OC)=C(OCC(=O)OCC)C=C1Br,BQSXQUNVBRJNOV-QGMBQPNBSA-N
COCCN1N=NN=C1[C@H](C1=CC=CC(C#N)=C1)N1CCN(C2=CC=CC=C2F)CC1,PYQZLPLJATZMDQ-NRFANRHFSA-N
COC1=CC(C(=O)OCC2=CC=C(C#N)C=C2)=CC=C1OCC(=O)N1CCOCC1,JRXUBWKMOPIMKR-UHFFFAOYSA-N
COC1=CC=C(NC(=O)CSC2=C(C#N)C3=C(S2)C(=O)NC(=O)N3)C=C1OC,DKJFMGADYPIFIX-UHFFFAOYSA-N
CC1=CN2N=C(OCC3CCN(S(=O)(=O)C4=CC=C(C#N)C=C4)CC3)C=CC2=N1,INOSWTSHGZZCCU-UHFFFAOYSA-N
C=C[C@H](C)N1C(=O)C2=C(N=C3N(C4=CC=C(C(=O)OCC)C=C4)C(C)=CN23)N(C)C1=O,RXNOLHQMEVNAOB-ZDUSSCGKSA-N
COC1=CC=C(N2/C(=N\C(=O)CC(C)C)S[C@H]3CS(=O)(=O)C[C@@H]32)C(OC)=C1,NCRUEMQVGGFUTO-YEHYNYCHSA-N
CS[C@@H]1C(C(=O)C2=CC=C([N+](=O)[O-])C=C2)=C(CC(=O)O)C(=O)N1C[C@H]1CCCO1,PLMYWWATJWLMHU-BFUOFWGJSA-N
N#CC1=NC=CN=C1N1CCC(CNC(=O)C(=O)NC2=CC=C(F)C(Cl)=C2)CC1,BBAJQECIEMSIEI-UHFFFAOYSA-N
CC(=O)OCC(=O)[C@@]1(O)CC[C@@H]2[C@@H]3CC(C)=C4CC(=O)C=C[C@]4(C)[C@@H]3[C@H](O)C[C@@]21C,XUXGTZICZNXXLF-LDCHMKQKSA-N
CC(=O)C(=O)C=CCCC(=O)O[C@@H]1C=C2COC(=O)[C@]2(O)[C@]2(C)CCCC(C)(C)[C@H]12,CBLYIYQGNBCFNR-IQWFGDOHSA-N
CC1=CC=C(NC(=O)CN(C)C(=O)COC(=O)C2=CC=C(NC(=O)CC#N)C=C2)C=C1,ZCNGINLQLYMHOX-UHFFFAOYSA-N
COC(=O)C1=CC(NC(=O)C[C@H]2N[C@H]3CCCC[C@@H]3NC2=O)=CC(C(=O)OC)=C1,YGZSNFKLHOULJN-HRCADAONSA-N
CN1C(=O)NC(=O)C2=C1N=C(N/N=C\C1=CC=C(O)C=C1)N2CC1=CC=CC=C1Cl,RXBULKRMSIKJJF-YVNNLAQVSA-N
NC1=NC(N2CCOCC2)=NC2=C1[C@@H](C1=CC=C([N+](=O)[O-])C=C1)C1C(=O)CCCC1=N2,MECYZJMCCQXNHJ-BHWOMJMDSA-N
CC(C)(C)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1CC1=CC=C2OCOC2=C1,QRMDVCMMPGMPPC-QNCGUBEYSA-N
COC1=CC(/C=C2\SC(=O)N(CC(=O)NCC(C)C)C2=O)=CC=C1OCC#N,RWEFADWTPWDECL-SXGWCWSVSA-N
CC(=N/NS(=O)(=O)C1=CC=C(C)C=C1)/C(C)=N/NS(=O)(=O)C1=CC=C(C)C=C1,SQLSELILXSFDIW-VBGLAJCLSA-N
O=C(/N=C1/S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C(Br)C=C1)C1CC1,OBISCSJIDFQQOQ-YXEAAEFPSA-N
CC(=O)OC[C@@H](O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,LYVLWNUFFDOWLI-CGDAUVCTSA-N
CCCCOC1=CC=CC(N2/C(=N\C(=O)COC)S[C@@H]3CS(=O)(=O)C[C@H]32)=C1,VTAGUGHECZCXPU-RGEMVIMISA-N
COC1=NC(N/N=C/C2=CC=C(C3=CC=CC=C3C(=O)O)O2)=NC(N2CCOCC2)=N1,ATHKHHZJJDABMA-CIAFOILYSA-N
CCCC(=O)N=C1S/C(=C\C2=CC=CC=C2OCC(=O)O)C(=O)C1C(=O)OCC,VCCSDIIPUADLMA-CZJWQTHOSA-N
COC1=CC=C(OC)C(N2/C(=N\C(=O)CC(C)C)S[C@@H]3CS(=O)(=O)C[C@H]32)=C1,KKOPDIIOAFGKME-DGKZKERLSA-N
COC1=CC=C([N+](=O)[O-])C=C1N=CC1=C(O)NC(=O)N([C@H]2C[C@H]3CC[C@H]2C3)C1=O,MDINDABQKLWFRS-PGUXBMHVSA-N
CN1C(N2C[C@H]3CN(S(=O)(=O)C4=CC=C(C#N)C=C4)C[C@@H]3C2)=NC2=CC=CC=C21,UCWDMRZSLGKSFQ-IRXDYDNUSA-N
CCCCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=C(OC)C=C1OC,DLNRRRRBXSYGIY-DGKZKERLSA-N
N/C(CN1CCN(C2=CC=CC=C2)CC1)=N\OCC(=O)NCC1=CC=C(Cl)C=C1,DGLCKPUNCXSIDP-UHFFFAOYSA-N
CC(=O)N1CCN(CC#CCOC2CCN(C3=NC4=CC=CC=C4S3)CC2)CC1,GKEBXDLJHPQNGE-UHFFFAOYSA-N
C=CCN1CCN(C(=O)CNC(C)=O)[C@H](CC2=CC=CC(C3=CC=CC=C3)=C2)C1=O,BZHPLPKCVBLECA-JOCHJYFZSA-N
O=C(ONC(=O)[C@@H]1[C@H](C(=O)NOC(=O)C2=CC=CC=C2)[C@@H]2C=C[C@H]1C2)C1=CC=CC=C1,GHODQHWTFMVZTK-QGFMHUBQSA-N
CCOC(=O)[C@H]1/C(=N\O)C[C@](C)(O)[C@@H](C(=O)OCC)[C@@H]1C1=CC=C(OC)C(OC)=C1,ZNVQSMZKLSSQDP-KFTIKUDRSA-N
C=CCSC1=NN=C(NS(=O)(=O)C2=NN=C(NC(=O)C(C)C)S2)S1,UGFCXHVTVGYNNH-UHFFFAOYSA-N
C=CCSC1=NC(=O)C2=C3C=CC=CC3=N[C@H](C3=CC=CC(OCC)=C3OC)N2N1,XVKVKKGEDSBDSU-FQEVSTJZSA-N
CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](C)[C@]2(O)C(=O)CO)[C@@H]2CC=C3CC(=O)C=C[C@]3(C)[C@H]21,CYCOXOHRPPSKLM-GSTOSZRSSA-N
COC(=O)[C@@]1(CC(=O)C2=CC(Cl)=CC=C2Cl)NC(=S)NC(=O)[C@@H]1C#N,VQCYNLLMUDGJHG-VFZGTOFNSA-N
C/C(=N\NC(=S)NC[C@@H]1CCCO1)C1=CC=C(OCC(=O)N2CCCC2)C=C1,MOLDOYUKUHDDRE-LUJYGJGBSA-N
OC1=C2C(=C(O)N1N=CC1=CC=C(I)O1)[C@H]1C=C[C@H]2[C@@H]2C[C@H]21,VHURNSNJOXJIEE-NAKRPEOUSA-N
COC1=CC(C#N)=CC=C1OCC(=O)NC1=CC=C(C)C(S(=O)(=O)N(C)C)=C1,FXJHWXDRTIVNFJ-UHFFFAOYSA-N
C#CC1=CC=CC(NC(=O)CN(C)C(=O)C2=CC=C(CN3C(O)=CC=C3O)C=C2)=C1,IJYMWXFQIMLQTP-UHFFFAOYSA-N
CC(=O)N[C@H](CC1=CC=CC=C1)C(=O)NC1CCN(C2=NC(C)=CC(C)=C2C#N)CC1,WXBOVYMXTAKCCN-JOCHJYFZSA-N
COC1=CC=C([C@@H]2C3=C(N)N=C(N4CCOCC4)N=C3N=C3CCCC(=O)C32)C=C1O,VAEUSJOEQDHNDI-ZENAZSQFSA-N
C/C(=N\N=C(N)N)[C@@H](CN(C)C)[C@@H](C1=CC=CC=C1)C1=C(O)C2=CC=CC=C2OC1=O,BTUNDGVYJMCZIF-SIMNUJOZSA-N
OC1=C2C(=C(O)N1N=CC1=CC=C(I)O1)[C@H]1C=C[C@H]2[C@@H]2C[C@@H]21,VHURNSNJOXJIEE-XWLWVQCSSA-N
COC(=O)C1=C2C(=O)NCCN2C2=C(C(=O)CC(C)(C)C2)[C@H]1C1=CC=CC=C1OC,QUSMMRWVMLDANT-QGZVFWFLSA-N
COC1=CC=C(N=CC2=C(O)NC(=O)N(C3=CC=CC(C(F)(F)F)=C3)C2=O)N=N1,KAIQKVGPEBSBRF-UHFFFAOYSA-N
O=C(CN1CCN(CC(=O)NC2=CC=C3OCOC3=C2)CC1)NC1=CC=C(F)C=C1,AHRJZNZFSBOQKY-UHFFFAOYSA-N
N#CCN1CCC[C@H](C2=CC=NC(NC3=NC(C(=O)N4CC(F)(F)C4)=CS3)=N2)C1,HGQXQTHOFNDTRV-LBPRGKRZSA-N
CCS(=O)(=O)N(CC(=O)NC1=CC=C(CC#N)C=C1)C1=CC=C2OCCOC2=C1,SBGWZLDSRJFVEO-UHFFFAOYSA-N
CC[C@H](C)C(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1CC1=CC=C2OCOC2=C1,INIVPURONRASFF-FXWGAUBHSA-N
O=C1CC(=NC2=CC=C(S(=O)(=O)NC3=NC=CC=N3)C=C2)C2=CC=CC=C2C1=O,NCQYWYDPUNFRMM-UHFFFAOYSA-N
C=CCOC(=O)[C@@H]1C(=O)C[C@](C)(O)[C@@H](C(=O)OCC=C)[C@@H]1C1=CC=CC(OC)=C1,KEOWLTUSCBVXFY-YXTQBTIXSA-N
O=C1NC2=CC=CC=C2C(=O)N1N=CC1=CC(Br)=CC([N+](=O)[O-])=C1O,QKQAGACSWJLEDN-UHFFFAOYSA-N
CN1C=C(/C=N/NC2=NC(N3CCCC3)=NC(N3CCOCC3)=N2)C2=CC=CC=C21,RCBAFOZPKVDRPH-HYARGMPZSA-N
CC1=CC=C(C)C(NC(=O)/C(=N/N)[C@@H](C2=CN=C3C=CC([N+](=O)[O-])=CC3=N2)[N+](=O)[O-])=C1,KKBXQEBGPSKLCL-ZDSQJECRSA-N
FC(F)(F)C1=NN(CN2CCOCC2)C(=S)N1/N=C\C1=CC=C2OCOC2=C1,KNZHVBRUSYUQCC-ZBKNUEDVSA-N
CCCN(CCC)P(=NC1=NNC(=O)NC1=O)(N(C)C)N(CCC)CCC,PCHNKDGTLRODAE-UHFFFAOYSA-N
N#CC1=C(SCC(=O)NCCC2=CC=C(F)C=C2)SC2=C1NC(=O)NC2=O,MIWNSXDSVNXZHK-UHFFFAOYSA-N
O=C(/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C(F)C(Cl)=C1)[C@@H]1CCCO1,NPHLZQYLUFJOGH-ABOIIOPRSA-N
CN1C=C(C2=CN=C(OC3CCN(C4=NC5=C(C=C4C#N)COCC5)CC3)N=C2)C=N1,VRYRFAWETZFTFP-UHFFFAOYSA-N
CC(C)C(=O)O[C@@]12C[C@@H](C)[C@@]3(O)C4=CC(C)C(=O)[C@]4(O)CC(CO)=C[C@@H]3[C@@H]1C2(C)C,AUCWBKUOZKMQBE-GLKXWZECSA-N
COC(=O)[C@]1([C@H](C(=O)C2=CC=CC=C2)C2=CC=CC=C2)NC(=S)NC(=O)[C@H]1C#N,CXYWXJGJEYOAPJ-XFQAVAEZSA-N
O=C(/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=CC(Br)=C1)C1CC1,HLXYXWUBZSTMIV-BREGNPSQSA-N
N#CC1=C(SCC(=O)NC23CC4CC(CC(C4)C2)C3)SC2=C1NC(=O)NC2=O,ZVSHSHNNYNGDHJ-UHFFFAOYSA-N
CC(C)[C@H](NS(=O)(=O)C1=CC=C2OCCOC2=C1)C(=O)NCCC1=CC=CC=N1,AQFHQVAUYVAZAJ-IBGZPJMESA-N
C=CCNC(=O)CN(CC1=CC=CC=C1)S(=O)(=O)C1=CC=C(OC)C=C1OC,MAEXMVKLGMILCZ-UHFFFAOYSA-N
NC1=NC(=O)C(/N=N/C2=CC=C(S(=O)(=O)NC(=O)C3=CC=CC=C3)C=C2)=C(N)N1,ICCJTKXQWZHRIO-GHVJWSGMSA-N
C=CCN1C[C@@H](C(=O)NCCN2N=CC(C3=CN=CC=N3)=C2C2=CC=CS2)CC1=O,TVYLZAIKBIMKLS-HNNXBMFYSA-N
C=CCN1C[C@@H](C(=O)NC2(C#CC3=CC=C(NC(C)=O)N=C3)CCCCC2)CC1=O,WKMKWTXVOBNZKA-IBGZPJMESA-N
C[C@H](C(=O)NC1=CC=C(CC#N)C=C1)N(C1=CC=CC([N+](=O)[O-])=C1)S(C)(=O)=O,UEZVIMHMNAGAST-CYBMUJFWSA-N
CC1=NC2=C(C#N)C=NN2C(C)=C1CCC(=O)NC1CCN(C(=O)C2=COC=C2)CC1,QKOAOTJWNOUTBF-UHFFFAOYSA-N
COC1=CC=C(/C=N/NC2=NC(NCC3=CC=CC=C3)=NC(N(C)C)=N2)C(OC)=C1,GZBWZUZZMWCWIX-OEAKJJBVSA-N
C=C1C(=O)O[C@@H]2C=C(C)C3=CC(=O)[C@@](C)(C[C@H](OC(=O)/C(C)=C/COC(C)=O)[C@H]12)O3,NTACYUQODXBPIK-DLFJXRNQSA-N
C#CCOC1=CC=C(/C=C2\C(=O)NC(=O)N(C3=CC=C(O)C=C3)C2=O)C=C1OCC,PRUZJBBBBDOMOB-SFQUDFHCSA-N
C=CCN(C1=CC=C(C(=O)NC[C@H]2COC3=CC=CC=C3O2)C=C1)S(C)(=O)=O,YOCAMKZHXIILPJ-KRWDZBQOSA-N
N#CC1=CC=CC(N2C[C@@]3(F)CN(CC4=CC(O)=CC=C4[N+](=O)[O-])C[C@@]3(F)C2=O)=C1,LDKHKIOGNCQIKK-VQTJNVASSA-N
COCCOC(=O)C1=C(C)N=C2C[C@@H](C)[C@H](C(=O)OC)C(=O)C2[C@@H]1C1=CC=C(C)O1,FMDIEQVQYBJRBW-NLPJIPTNSA-N
C#CCOC1=CC=C(C(=O)N[C@@H]2CN(C(=O)NCC3=CC=CC=C3)CCC[C@H]2O)C=C1,YJVZQLLMNYWSAZ-FGZHOGPDSA-N
O=C1NC2=CC=CC=C2C(=O)N1N=CC1=CC(Br)=C(O)C([N+](=O)[O-])=C1,PYAPQKAPNMLFMJ-UHFFFAOYSA-N
C#CCOC1=CC=C(CN2CCC[C@@H](C3=C(S(C)(=O)=O)SN=N3)C2)C=C1OC,NXAVZFDWCNWNPT-OAHLLOKOSA-N
CC1=NN(C2=CC=C(N3CCN(C4=NC5=C(C=C4C#N)CCCC5)CC3)N=N2)C=C1,BXVNWAYXPMHMLA-UHFFFAOYSA-N
CC[C@@H](C)C(=O)/N=C1\S[C@H]2CS(=O)(=O)C[C@H]2N1C1=CC=C2OCCOC2=C1,AIRUWYNQFSVULX-YJADWGPASA-N
O=C(/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1C1=CC=C(Br)C=C1)C1CC1,OBISCSJIDFQQOQ-BREGNPSQSA-N
COC1=CC(C=NN2C(O)=C3C(=C2O)[C@H]2C=C[C@H]3C2)=CC(Cl)=C1O[C@@H](C)C(=O)O,IEGXUJWKCXLHOU-DLOVCJGASA-N
CC1=CN=C(CNC(=O)C2=CN3CCN(C(=O)C4=CC=CC(C#N)=C4)[C@@H](C)C3=N2)C=N1,VKBBPQFEMRYHTM-HNNXBMFYSA-N
C=CCS(=O)(=O)N1CCNC(=O)[C@@H](CC2=CC=CC=C2C2=CC=CC=C2OC)C1,QYLGMOZEVNPFNT-SFHVURJKSA-N
COC(=O)C1=NC2=NN=NN2[C@@H](C2=CC=C(N(C)C)C=C2)C1C(=O)C1=CC=C(C)C=C1,CFQAVKAQBQNBCF-NNBQYGFHSA-N
O=C(/N=C1\S[C@H]2CS(=O)(=O)C[C@@H]2N1C1=CC=C(Cl)C=C1)[C@H]1CCCO1,XIKWUKBTBCTIIE-FXGRJCKZSA-N
COC1=CC=C(S(=O)(=O)NC2=CC=C(CC#N)C=C2)C=C1C(=O)N1CCOCC1,YNFKRAVOEJNYOV-UHFFFAOYSA-N
N#CC1=NC=CN=C1N1CCC(CNS(=O)(=O)C2=CC=C3CCCCC3=C2)CC1,ODNXSNPAFSXRIK-UHFFFAOYSA-N
COC1=CC(Cl)=CC(C=NN2C(=O)NC3=CC=CC=C3C2=O)=C1O[C@@H](C)C(=O)O,HWMLFPCOJLGASW-JTQLQIEISA-N
N#CC1=C(N2C[C@H]3CN(S(=O)(=O)CC4=CC=CC=C4)C[C@@H]3C2)N=C2SC=CN12,GHPYAZWASWFUDJ-HOTGVXAUSA-N
N#CC1=CC=C(OCC(=O)N(CC2=NC(=O)C3=CC=CC=C3N2)C[C@H]2CCCO2)C=C1,BTPWHWZWCJXOLC-GOSISDBHSA-N
O=[N+]([O-])C1=CC(/C=N\NS(=O)(=O)C2=CC=C(Cl)C=C2)=C(O)C([N+](=O)[O-])=C1,JKIYDWZHCWQBOP-CHHVJCJISA-N
COC1=CC=CC(CN2C[C@@]3(F)CN(C(=O)C4=CC=CC(C#N)=C4)C[C@@]3(F)C2=O)=C1,WFKDWXSWADZAFY-FGZHOGPDSA-N
CCOC1=CC(C=NN2C(=O)NC3=CC=CC=C3C2=O)=CC([N+](=O)[O-])=C1OC(C)=O,HMSTUOXSLJHTTQ-UHFFFAOYSA-N
NC1=NC(N2CCOCC2)=NC2=C1[C@@H](C1=CC=CC([N+](=O)[O-])=C1)C1C(=O)CCCC1=N2,QYMNORZWDBKJEC-BHWOMJMDSA-N
O=C1N/C(=N/S(=O)(=O)C2=CC=CC=C2)S/C1=C/C1=CC([N+](=O)[O-])=CC=C1O,OUCVFBSTUSFGSA-NTEUORMPSA-N
CC1=CC=C(C)C(N2/C(=N\C(=O)CCCC(=O)O)S[C@H]3CS(=O)(=O)C[C@H]32)=C1,YKWSHMXRCXLATA-YPWSZFOLSA-N
CCOC(=O)[C@@H](C)OC1=C(C=NN2C(O)=C3C(=C2O)[C@H]2C=C[C@H]3C2)C=CC=C1OC,ABISZTXMRPBSNF-RDBSUJKOSA-N
C[C@]12CC[C@H]3[C@@H](CC[C@@]4(O)C=CCC[C@]34C=O)[C@]1(O)C[C@@H](O)[C@H]2C1=COC(=O)C=C1,GJMVUWVCQBSDQU-CWZTUCSTSA-N
CC1=CC=C(C)C(S(=O)(=O)N2CCN(CC(=O)NC3=CC=C(C#N)C=C3)CC2)=C1,WNOGTOGZIKJSMN-UHFFFAOYSA-N
C=CCN(C1=CC=CC=C1)S(=O)(=O)C1=CC=CC(C(=O)OCC(=O)NCC)=C1,VJXYBVBLBUNNPI-UHFFFAOYSA-N
CCC(=O)/N=C1/S[C@H]2CS(=O)(=O)C[C@H]2N1C1=CC(Cl)=C(OC)C=C1OC,VKNBCNVQIYOKIY-JYVMPSJGSA-N
N#CCC1=CC=C(OC[C@@H](O)CN2C=NC3=C(C=NN3C3=CC=C(F)C=C3)C2=O)C=C1,WZMNYOMEVLODNS-SFHVURJKSA-N
CC1=CC=C(S(=O)(=O)OC[C@H]2O[C@H]3OC(C)(C)O[C@@H]3[C@H]3OC(C)(C)O[C@@H]32)C=C1,CTGSZKNLORWSMQ-UUAJXVIYSA-N
C[C@@H]1CN(S(=O)(=O)C2=CC([N+](=O)[O-])=CC=C2N/N=C/C2=CC=CO2)C[C@@H](C)O1,FMRJRJQQDUELNI-ZDFMGPMUSA-N
COC(=O)C1=CC=C(N2CCOS(=O)OCC2)C=C1OC(=O)C1=CC=CC=C1,UOJWNFJBKORPMA-UHFFFAOYSA-N
COC1=CC=C(CC2=NC(=S)N(/C=C3/C(=O)OC4=CC=CC=C4C3=O)C2=O)C=C1,RTLXKYYQXJGTLB-RVDMUPIBSA-N
COC(=O)N(C)C[C@]12C=C[C@@](C)(C/C(=N/NS(=O)(=O)C3=CC=C(C)C=C3)C1)O2,PQWGMTBBBOPWLY-ITKMZDMZSA-N
N#CC1=C(N2CCN(CC3=NC(=O)C4=CC=CC=C4N3)CC2)OC(C2=CC=CO2)=N1,WIVFLMUYEMLXQT-UHFFFAOYSA-N
CC1(C)O[C@@H]2C[C@H]3[C@@H]4CC=C5CC(=O)C=C[C@]5(C)[C@H]4[C@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,ZMUSCGJNJYXJBP-DMLVVILZSA-N
N#CC1=CC=C(CNC(=O)[C@@H]2CC3=C(CN2C(=O)NC2CCCCC2)N=CN3)C=C1,YOCXXKCIRXQNSB-FQEVSTJZSA-N
CN1CCN(CC#CCOC2CCN(C(=O)[C@@H]3CCCC4=CC=CC=C43)CC2)CC1,KSVXMQQIEPACAT-XMMPIXPASA-N
CCCCC(=O)/N=C1/S[C@@H]2CS(=O)(=O)C[C@H]2N1CC1=CC=C2OCOC2=C1,WQIUNWBNWWKYDV-KRCADRSESA-N
